appid	positive_reviews	total_reviews	last_updated
1123510	0	0	2019-07-24
1123340	0	0	2019-07-24
1123070	0	0	2019-07-24
1122980	0	0	2019-07-24
1122920	0	0	2019-07-24
1122860	0	0	2019-07-24
1122460	0	0	2019-07-24
1122290	0	0	2019-07-24
1122280	0	0	2019-07-24
1122250	0	0	2019-07-24
1122230	0	0	2019-07-24
1122210	0	0	2019-07-24
1122170	0	0	2019-07-24
1122110	0	0	2019-07-24
1121880	0	0	2019-07-24
1121290	0	0	2019-07-24
1121250	0	0	2019-07-24
1121220	0	0	2019-07-24
1121120	0	0	2019-07-24
1120970	0	0	2019-07-24
1120950	0	0	2019-07-24
1120800	0	0	2019-07-24
1120790	0	0	2019-07-24
1120780	0	0	2019-07-24
1120770	0	0	2019-07-24
1120690	0	0	2019-07-24
1120640	0	0	2019-07-24
1120370	0	0	2019-07-24
1120340	0	0	2019-07-24
1120310	0	0	2019-07-24
1120240	0	0	2019-07-24
1120220	0	0	2019-07-24
1120160	0	0	2019-07-24
1120050	0	0	2019-07-24
1119940	0	0	2019-07-24
1119930	0	0	2019-07-24
1119910	0	0	2019-07-24
1119890	0	0	2019-07-24
1119870	0	0	2019-07-24
1119820	0	0	2019-07-24
1119800	0	0	2019-07-24
1119760	0	0	2019-07-24
1119740	0	0	2019-07-24
1119730	0	0	2019-07-24
1119680	0	0	2019-07-24
1119630	0	0	2019-07-24
1119540	0	0	2019-07-24
1119530	0	0	2019-07-24
1119520	0	0	2019-07-24
1119500	0	0	2019-07-24
1119430	2	2	2019-07-24
1119110	0	0	2019-07-24
1119100	0	0	2019-07-24
1119060	0	0	2019-07-24
1119020	0	0	2019-07-24
1118940	0	0	2019-07-24
1118920	0	0	2019-07-24
1118910	0	0	2019-07-24
1118870	0	0	2019-07-24
1118800	0	0	2019-07-24
1118730	0	0	2019-07-24
1118700	10	10	2019-07-24
1118690	0	0	2019-07-24
1118670	0	0	2019-07-24
1118590	0	0	2019-07-24
1118580	0	0	2019-07-24
1118530	0	0	2019-07-24
1118440	0	0	2019-07-24
1118410	0	0	2019-07-24
1118350	0	0	2019-07-24
1118310	0	0	2019-07-24
1118200	6	6	2019-07-24
1118030	0	0	2019-07-24
1117930	0	0	2019-07-24
1117900	0	0	2019-07-24
1117770	2	4	2019-07-24
1117710	0	0	2019-07-24
1117630	0	0	2019-07-24
1117620	0	0	2019-07-24
1117480	0	0	2019-07-24
1117470	0	0	2019-07-24
1117340	0	0	2019-07-24
1117310	0	0	2019-07-24
1117220	0	0	2019-07-24
1117210	0	0	2019-07-24
1117120	0	0	2019-07-24
1117040	0	0	2019-07-24
1117020	0	0	2019-07-24
1116990	1	1	2019-07-24
1116910	0	0	2019-07-24
1116890	0	0	2019-07-24
1116880	0	0	2019-07-24
1116810	0	0	2019-07-24
1116750	0	0	2019-07-24
1116710	0	0	2019-07-24
1116700	0	0	2019-07-24
1116670	0	0	2019-07-24
1116660	0	0	2019-07-24
1116600	0	0	2019-07-24
1116550	0	0	2019-07-24
1116520	0	0	2019-07-24
1116500	0	0	2019-07-24
1116470	0	0	2019-07-24
1116430	0	0	2019-07-24
1116340	0	0	2019-07-24
1116300	0	0	2019-07-24
1116290	6	7	2019-07-24
1116230	0	0	2019-07-24
1116190	0	0	2019-07-24
1116180	0	0	2019-07-24
1116170	0	0	2019-07-24
1116030	0	0	2019-07-24
1116020	0	0	2019-07-24
1115840	0	0	2019-07-24
1115830	0	0	2019-07-24
1115820	0	0	2019-07-24
1115760	0	0	2019-07-24
1115670	0	0	2019-07-24
1115660	0	0	2019-07-24
1115650	0	0	2019-07-24
1115640	187	206	2019-07-24
1115630	0	0	2019-07-24
1115620	3	3	2019-07-24
1115570	0	1	2019-07-24
1115470	0	0	2019-07-24
1115450	0	0	2019-07-24
1115430	0	0	2019-07-24
1115420	0	0	2019-07-24
1115090	0	0	2019-07-24
1115050	0	0	2019-07-24
1115030	0	0	2019-07-24
1115020	0	0	2019-07-24
1114900	0	0	2019-07-24
1114880	0	0	2019-07-24
1114740	0	0	2019-07-24
1114730	0	0	2019-07-24
1114720	0	0	2019-07-24
1114700	0	0	2019-07-24
1114690	0	0	2019-07-24
1114650	0	0	2019-07-24
1114640	0	0	2019-07-24
1114630	0	0	2019-07-24
1114530	25	28	2019-07-24
1114480	0	0	2019-07-24
1114460	0	0	2019-07-24
1114430	0	0	2019-07-24
1114420	0	0	2019-07-24
1114360	0	0	2019-07-24
1114280	0	0	2019-07-24
1114270	0	0	2019-07-24
1114260	0	0	2019-07-24
1114230	0	0	2019-07-24
1114210	2	2	2019-07-24
1114140	0	0	2019-07-24
1114110	0	5	2019-07-24
1114050	0	0	2019-07-24
1114020	0	0	2019-07-24
1114000	5	5	2019-07-24
1113960	0	0	2019-07-24
1113940	0	0	2019-07-24
1113930	0	0	2019-07-24
1113870	0	0	2019-07-24
1113770	0	0	2019-07-24
1113730	0	0	2019-07-24
1113680	0	0	2019-07-24
1113670	0	0	2019-07-24
1113650	0	0	2019-07-24
1113620	1	5	2019-07-24
1113580	0	0	2019-07-24
1113500	0	0	2019-07-24
1113490	0	0	2019-07-24
1113400	0	0	2019-07-24
1113390	2	2	2019-07-24
1113380	0	0	2019-07-24
1113320	0	0	2019-07-24
1113310	0	0	2019-07-24
1113300	0	0	2019-07-24
1113240	0	0	2019-07-24
1113230	0	0	2019-07-24
1113210	0	0	2019-07-24
1113110	1	1	2019-07-24
1113030	0	0	2019-07-24
1113010	0	0	2019-07-24
1112960	1	2	2019-07-24
1112950	0	0	2019-07-24
1112760	0	0	2019-07-24
1112710	0	0	2019-07-24
1112670	0	0	2019-07-24
1112580	0	0	2019-07-24
1112430	0	0	2019-07-24
1112410	0	0	2019-07-24
1112400	0	0	2019-07-24
1112330	0	0	2019-07-24
1112250	0	0	2019-07-24
1112130	0	0	2019-07-24
1112010	0	0	2019-07-24
1111990	1	2	2019-07-24
1111970	0	0	2019-07-24
1111960	0	0	2019-07-24
1111930	0	0	2019-07-24
1111870	0	0	2019-07-24
1111840	0	0	2019-07-24
1111830	0	0	2019-07-24
1111810	4	9	2019-07-24
1111730	0	0	2019-07-24
1111610	0	0	2019-07-24
1111590	0	0	2019-07-24
1111540	0	0	2019-07-24
1111380	0	0	2019-07-24
1111300	0	0	2019-07-24
1111290	0	0	2019-07-24
1111210	0	0	2019-07-24
1111200	0	0	2019-07-24
1111190	0	0	2019-07-24
1111130	0	0	2019-07-24
1111120	0	0	2019-07-24
1111100	0	0	2019-07-24
1111090	0	0	2019-07-24
1111030	3	6	2019-07-24
1111020	0	0	2019-07-24
1110890	0	0	2019-07-24
1110870	0	0	2019-07-24
1110840	1	1	2019-07-24
1110790	0	0	2019-07-24
1110780	0	0	2019-07-24
1110640	0	0	2019-07-24
1110600	0	0	2019-07-24
1110560	0	0	2019-07-24
1110490	0	1	2019-07-24
1110470	0	0	2019-07-24
1110290	0	0	2019-07-24
1110280	0	0	2019-07-24
1110230	0	0	2019-07-24
1110200	1	2	2019-07-24
1110050	0	0	2019-07-24
1110020	0	0	2019-07-24
1110010	0	0	2019-07-24
1109980	0	0	2019-07-24
1109960	0	0	2019-07-24
1109940	0	0	2019-07-24
1109900	2	2	2019-07-24
1109890	0	0	2019-07-24
1109880	0	0	2019-07-24
1109790	0	0	2019-07-24
1109740	0	0	2019-07-24
1109720	0	0	2019-07-24
1109700	0	0	2019-07-24
1109650	3	4	2019-07-24
1109550	0	0	2019-07-24
1109420	0	0	2019-07-24
1109360	0	0	2019-07-24
1109350	0	0	2019-07-24
1109340	0	0	2019-07-24
1109310	0	0	2019-07-24
1109280	0	0	2019-07-24
1109120	0	0	2019-07-24
1109110	4	9	2019-07-24
1109080	0	0	2019-07-24
1108950	0	0	2019-07-24
1108820	3	4	2019-07-24
1108740	0	0	2019-07-24
1108680	0	0	2019-07-24
1108660	0	0	2019-07-24
1108630	2	2	2019-07-24
1108620	0	0	2019-07-24
1108600	0	0	2019-07-24
1108420	0	0	2019-07-24
1108400	6	14	2019-07-24
1108380	3	3	2019-07-24
1108360	0	1	2019-07-24
1108310	0	0	2019-07-24
1108240	0	0	2019-07-24
1108190	0	0	2019-07-24
1108130	0	0	2019-07-24
1108110	0	0	2019-07-24
1108090	0	0	2019-07-24
1108040	0	0	2019-07-24
1108030	0	0	2019-07-24
1108020	0	0	2019-07-24
1107940	0	0	2019-07-24
1107920	0	0	2019-07-24
1107860	0	0	2019-07-24
1107820	0	0	2019-07-24
1107740	0	0	2019-07-24
1107660	0	0	2019-07-24
1107650	0	0	2019-07-24
1107490	1	4	2019-07-24
1107470	0	0	2019-07-24
1107450	2	6	2019-07-24
1107390	0	0	2019-07-24
1107350	0	0	2019-07-24
1107230	0	0	2019-07-24
1107210	1	2	2019-07-24
1107190	0	0	2019-07-24
1107170	0	0	2019-07-24
1107160	0	0	2019-07-24
1107130	6	8	2019-07-24
1107100	0	0	2019-07-24
1107060	0	0	2019-07-24
1107040	0	0	2019-07-24
1106970	0	0	2019-07-24
1106930	0	0	2019-07-24
1106920	6	7	2019-07-24
1106910	0	0	2019-07-24
1106850	1422	1547	2019-07-24
1106790	3	3	2019-07-24
1106780	0	0	2019-07-24
1106740	0	0	2019-07-24
1106710	0	0	2019-07-24
1106690	0	0	2019-07-24
1106670	3	8	2019-07-24
1106660	0	0	2019-07-24
1106530	0	0	2019-07-24
1106350	6	6	2019-07-24
1106200	0	0	2019-07-24
1106180	14	17	2019-07-24
1106150	3	3	2019-07-24
1106080	0	0	2019-07-24
1106060	12	14	2019-07-24
1106030	0	0	2019-07-24
1105970	0	0	2019-07-24
1105810	0	0	2019-07-24
1105780	0	0	2019-07-24
1105770	2	3	2019-07-24
1105730	1	1	2019-07-24
1105660	0	0	2019-07-24
1105620	16	18	2019-07-24
1105600	0	0	2019-07-24
1105570	0	0	2019-07-24
1105560	0	0	2019-07-24
1105490	0	0	2019-07-24
1105480	0	0	2019-07-24
1105410	0	0	2019-07-24
1105390	0	0	2019-07-24
1105300	3	3	2019-07-24
1105220	0	0	2019-07-24
1105210	0	0	2019-07-24
1105150	0	0	2019-07-24
1105140	0	0	2019-07-24
1105110	0	0	2019-07-24
1105040	0	0	2019-07-24
1104960	0	0	2019-07-24
1104930	1	1	2019-07-24
1104910	0	0	2019-07-24
1104890	18	19	2019-07-24
1104870	0	0	2019-07-24
1104850	0	0	2019-07-24
1104830	0	0	2019-07-24
1104800	0	0	2019-07-24
1104790	0	0	2019-07-24
1104710	7	11	2019-07-24
1104690	2	3	2019-07-24
1104670	0	0	2019-07-24
1104640	0	0	2019-07-24
1104630	0	0	2019-07-24
1104620	0	0	2019-07-24
1104590	4	4	2019-07-24
1104570	0	0	2019-07-24
1104530	0	0	2019-07-24
1104510	0	0	2019-07-24
1104490	0	0	2019-07-24
1104480	0	0	2019-07-24
1104470	0	0	2019-07-24
1104460	1	1	2019-07-24
1104450	0	0	2019-07-24
1104400	0	0	2019-07-24
1104330	72	75	2019-07-24
1104270	0	0	2019-07-24
1104250	2	2	2019-07-24
1104230	5	6	2019-07-24
1104220	34	40	2019-07-24
1104210	0	0	2019-07-24
1104200	0	0	2019-07-24
1104170	0	0	2019-07-24
1104040	0	0	2019-07-24
1104030	0	0	2019-07-24
1104010	0	0	2019-07-24
1103940	4	5	2019-07-24
1103930	13	14	2019-07-24
1103920	0	0	2019-07-24
1103880	0	0	2019-07-24
1103870	1	1	2019-07-24
1103860	0	0	2019-07-24
1103820	0	0	2019-07-24
1103810	1	3	2019-07-24
1103730	0	0	2019-07-24
1103690	0	0	2019-07-24
1103650	0	0	2019-07-24
1103630	0	4	2019-07-24
1103620	0	0	2019-07-24
1103610	0	0	2019-07-24
1103590	2	6	2019-07-24
1103560	0	0	2019-07-24
1103540	0	0	2019-07-24
1103510	6	8	2019-07-24
1103490	0	0	2019-07-24
1103460	0	0	2019-07-24
1103430	1	1	2019-07-24
1103390	0	0	2019-07-24
1103340	1	1	2019-07-24
1103330	0	0	2019-07-24
1103320	4	6	2019-07-24
1103300	0	1	2019-07-24
1103290	0	0	2019-07-24
1103250	1	1	2019-07-24
1103210	20	22	2019-07-24
1103160	0	0	2019-07-24
1103140	0	0	2019-07-24
1103120	0	0	2019-07-24
1103100	0	0	2019-07-24
1103080	0	0	2019-07-24
1103070	0	0	2019-07-24
1103050	0	0	2019-07-24
1103040	0	0	2019-07-24
1103000	0	0	2019-07-24
1102990	61	67	2019-07-24
1102980	55	63	2019-07-24
1102890	0	0	2019-07-24
1102880	0	0	2019-07-24
1102780	0	0	2019-07-24
1102770	0	0	2019-07-24
1102750	3	6	2019-07-24
1102740	0	0	2019-07-24
1102700	0	0	2019-07-24
1102580	2	2	2019-07-24
1102510	2	2	2019-07-24
1102500	0	0	2019-07-24
1102420	0	2	2019-07-24
1102410	0	0	2019-07-24
1102370	0	0	2019-07-24
1102260	0	0	2019-07-24
1102150	0	0	2019-07-24
1102100	24	32	2019-07-24
1102080	1	1	2019-07-24
1102040	0	0	2019-07-24
1102030	0	0	2019-07-24
1101980	6	29	2019-07-24
1101940	0	0	2019-07-24
1101930	26	27	2019-07-24
1101910	0	0	2019-07-24
1101850	1	1	2019-07-24
1101840	0	0	2019-07-24
1101780	0	0	2019-07-24
1101770	0	0	2019-07-24
1101760	26	31	2019-07-24
1101740	0	0	2019-07-24
1101670	0	0	2019-07-24
1101660	1	2	2019-07-24
1101630	0	0	2019-07-24
1101580	0	0	2019-07-24
1101530	0	0	2019-07-24
1101420	13	14	2019-07-24
1101380	0	0	2019-07-24
1101340	0	0	2019-07-24
1101330	0	0	2019-07-24
1101310	0	0	2019-07-24
1101290	0	0	2019-07-24
1101270	0	0	2019-07-24
1101260	35	41	2019-07-24
1101220	0	0	2019-07-24
1101200	0	0	2019-07-24
1101170	0	0	2019-07-24
1101140	0	0	2019-07-24
1101130	8	9	2019-07-24
1101120	0	0	2019-07-24
1101100	0	0	2019-07-24
1100970	630	756	2019-07-24
1100930	0	0	2019-07-24
1100920	3	6	2019-07-24
1100900	0	0	2019-07-24
1100840	0	0	2019-07-24
1100560	0	0	2019-07-24
1100510	85	116	2019-07-24
1100420	0	0	2019-07-24
1100410	0	0	2019-07-24
1100350	0	0	2019-07-24
1100340	0	0	2019-07-24
1100320	0	0	2019-07-24
1100290	0	0	2019-07-24
1100200	5	5	2019-07-24
1100180	0	0	2019-07-24
1100170	0	0	2019-07-24
1100110	0	0	2019-07-24
1100090	0	0	2019-07-24
1100070	0	0	2019-07-24
1100050	1	1	2019-07-24
1100030	0	0	2019-07-24
1099980	4	4	2019-07-24
1099960	0	0	2019-07-24
1099910	0	0	2019-07-24
1099840	0	0	2019-07-24
1099830	4	7	2019-07-24
1099720	133	148	2019-07-24
1099660	0	0	2019-07-24
1099640	0	0	2019-07-24
1099630	0	0	2019-07-24
1099550	2	4	2019-07-24
1099530	9	11	2019-07-24
1099510	0	0	2019-07-24
1099500	0	0	2019-07-24
1099440	0	0	2019-07-24
1099400	7	10	2019-07-24
1099110	85	102	2019-07-24
1099100	0	0	2019-07-24
1099010	3	4	2019-07-24
1098960	0	0	2019-07-24
1098870	0	0	2019-07-24
1098840	58	58	2019-07-24
1098810	0	0	2019-07-24
1098790	6	9	2019-07-24
1098770	0	0	2019-07-24
1098760	2	4	2019-07-24
1098750	0	0	2019-07-24
1098720	0	0	2019-07-24
1098700	15	17	2019-07-24
1098680	20	21	2019-07-24
1098670	4	9	2019-07-24
1098640	0	0	2019-07-24
1098620	0	0	2019-07-24
1098570	0	0	2019-07-24
1098530	0	0	2019-07-24
1098510	14	17	2019-07-24
1098500	0	0	2019-07-24
1098490	0	0	2019-07-24
1098440	1	1	2019-07-24
1098420	31	32	2019-07-24
1098390	0	0	2019-07-24
1098360	0	0	2019-07-24
1098340	234	243	2019-07-24
1098320	0	0	2019-07-24
1098280	0	0	2019-07-24
1098250	3	3	2019-07-24
1098230	0	0	2019-07-24
1098200	3	5	2019-07-24
1098180	0	0	2019-07-24
1098150	16	20	2019-07-24
1098140	5	5	2019-07-24
1098100	0	0	2019-07-24
1098090	4	4	2019-07-24
1098040	0	0	2019-07-24
1098000	0	0	2019-07-24
1097960	42	52	2019-07-24
1097950	0	1	2019-07-24
1097940	0	1	2019-07-24
1097880	382	431	2019-07-24
1097870	0	0	2019-07-24
1097840	0	0	2019-07-24
1097830	0	0	2019-07-24
1097810	12	15	2019-07-24
1097800	59	67	2019-07-24
1097790	0	0	2019-07-24
1097780	0	0	2019-07-24
1097770	0	0	2019-07-24
1097760	0	0	2019-07-24
1097750	0	0	2019-07-24
1097710	0	0	2019-07-24
1097690	0	0	2019-07-24
1097670	0	0	2019-07-24
1097650	0	0	2019-07-24
1097630	0	0	2019-07-24
1097620	26	29	2019-07-24
1097600	0	2	2019-07-24
1097590	0	1	2019-07-24
1097580	0	0	2019-07-24
1097570	0	0	2019-07-24
1097560	0	0	2019-07-24
1097550	0	0	2019-07-24
1097540	0	0	2019-07-24
1097530	0	0	2019-07-24
1097520	14	20	2019-07-24
1097500	0	0	2019-07-24
1097420	0	0	2019-07-24
1097360	0	0	2019-07-24
1097340	0	0	2019-07-24
1097330	0	0	2019-07-24
1097310	17	37	2019-07-24
1097270	1	2	2019-07-24
1097260	0	0	2019-07-24
1097210	0	0	2019-07-24
1097200	0	0	2019-07-24
1097180	0	0	2019-07-24
1097170	0	0	2019-07-24
1097160	0	0	2019-07-24
1097150	0	0	2019-07-24
1097130	0	0	2019-07-24
1097120	58	61	2019-07-24
1097000	0	0	2019-07-24
1096960	0	0	2019-07-24
1096950	2	2	2019-07-24
1096930	0	0	2019-07-24
1096750	0	0	2019-07-24
1096730	13	22	2019-07-24
1096720	76	98	2019-07-24
1096630	2	2	2019-07-24
1096590	74	88	2019-07-24
1096560	0	0	2019-07-24
1096550	4	5	2019-07-24
1096540	7	11	2019-07-24
1096530	0	0	2019-07-24
1096510	6	9	2019-07-24
1096430	1	2	2019-07-24
1096420	0	0	2019-07-24
1096410	0	0	2019-07-24
1096330	0	0	2019-07-24
1096300	0	0	2019-07-24
1096290	0	0	2019-07-24
1096270	0	0	2019-07-24
1096240	0	0	2019-07-24
1096230	2	3	2019-07-24
1096210	0	0	2019-07-24
1096200	44	46	2019-07-24
1096140	0	0	2019-07-24
1096120	0	0	2019-07-24
1096100	0	0	2019-07-24
1096090	0	0	2019-07-24
1096010	11	18	2019-07-24
1096000	6	8	2019-07-24
1095990	0	0	2019-07-24
1095980	0	0	2019-07-24
1095880	0	0	2019-07-24
1095850	0	0	2019-07-24
1095840	0	0	2019-07-24
1095820	0	0	2019-07-24
1095810	0	0	2019-07-24
1095790	19	23	2019-07-24
1095750	6	6	2019-07-24
1095680	5	6	2019-07-24
1095650	0	0	2019-07-24
1095610	0	0	2019-07-24
1095590	0	1	2019-07-24
1095560	0	0	2019-07-24
1095550	0	0	2019-07-24
1095540	0	1	2019-07-24
1095520	0	0	2019-07-24
1095450	22	32	2019-07-24
1095400	0	0	2019-07-24
1095380	0	1	2019-07-24
1095370	2	2	2019-07-24
1095360	0	0	2019-07-24
1095320	2	2	2019-07-24
1095300	0	0	2019-07-24
1095260	0	0	2019-07-24
1095230	0	0	2019-07-24
1095200	0	0	2019-07-24
1095140	0	0	2019-07-24
1095070	0	1	2019-07-24
1095040	0	0	2019-07-24
1094960	0	0	2019-07-24
1094930	16	18	2019-07-24
1094880	9	11	2019-07-24
1094870	0	0	2019-07-24
1094780	0	0	2019-07-24
1094760	9	13	2019-07-24
1094720	0	0	2019-07-24
1094660	26	44	2019-07-24
1094630	1	1	2019-07-24
1094620	0	0	2019-07-24
1094600	0	0	2019-07-24
1094590	0	0	2019-07-24
1094580	15	23	2019-07-24
1094540	0	0	2019-07-24
1094460	0	0	2019-07-24
1094440	0	0	2019-07-24
1094420	0	0	2019-07-24
1094400	0	0	2019-07-24
1094390	32	33	2019-07-24
1094340	0	0	2019-07-24
1094290	0	0	2019-07-24
1094250	18	18	2019-07-24
1094190	1	1	2019-07-24
1094170	0	0	2019-07-24
1094130	1	1	2019-07-24
1094120	0	0	2019-07-24
1094110	0	0	2019-07-24
1094100	0	0	2019-07-24
1094080	67	96	2019-07-24
1094060	42	66	2019-07-24
1094050	3	4	2019-07-24
1094020	1	1	2019-07-24
1094000	16	32	2019-07-24
1093920	15	16	2019-07-24
1093910	0	0	2019-07-24
1093900	12	12	2019-07-24
1093880	0	0	2019-07-24
1093870	0	0	2019-07-24
1093860	0	0	2019-07-24
1093850	6	7	2019-07-24
1093840	0	0	2019-07-24
1093830	0	0	2019-07-24
1093790	0	0	2019-07-24
1093770	0	0	2019-07-24
1093760	7	7	2019-07-24
1093750	0	0	2019-07-24
1093720	1506	1836	2019-07-24
1093710	16	25	2019-07-24
1093690	0	0	2019-07-24
1093670	4	4	2019-07-24
1093520	47	51	2019-07-24
1093500	0	0	2019-07-24
1093370	6	8	2019-07-24
1093340	2	2	2019-07-24
1093330	55	62	2019-07-24
1093320	0	0	2019-07-24
1093310	0	1	2019-07-24
1093300	10	11	2019-07-24
1093290	0	0	2019-07-24
1093280	0	0	2019-07-24
1093240	2	3	2019-07-24
1093220	0	0	2019-07-24
1093170	0	0	2019-07-24
1093150	3	3	2019-07-24
1093130	0	0	2019-07-24
1093120	1	1	2019-07-24
1093020	0	0	2019-07-24
1092980	0	0	2019-07-24
1092950	0	0	2019-07-24
1092900	0	0	2019-07-24
1092870	0	0	2019-07-24
1092850	0	0	2019-07-24
1092830	0	0	2019-07-24
1092800	0	0	2019-07-24
1092780	7	8	2019-07-24
1092770	0	0	2019-07-24
1092750	0	0	2019-07-24
1092660	0	0	2019-07-24
1092650	0	0	2019-07-24
1092580	0	0	2019-07-24
1092530	0	0	2019-07-24
1092510	2	3	2019-07-24
1092430	0	0	2019-07-24
1092270	4	5	2019-07-24
1092210	0	0	2019-07-24
1092190	0	1	2019-07-24
1092180	0	0	2019-07-24
1092170	0	0	2019-07-24
1092160	0	0	2019-07-24
1092140	0	0	2019-07-24
1092080	0	0	2019-07-24
1092070	0	0	2019-07-24
1092060	0	0	2019-07-24
1092040	0	0	2019-07-24
1092000	8	8	2019-07-24
1091980	0	0	2019-07-24
1091970	7	10	2019-07-24
1091960	60	62	2019-07-24
1091950	22	25	2019-07-24
1091940	13	22	2019-07-24
1091910	0	0	2019-07-24
1091870	0	0	2019-07-24
1091860	0	0	2019-07-24
1091840	0	0	2019-07-24
1091690	0	0	2019-07-24
1091670	0	0	2019-07-24
1091650	10	18	2019-07-24
1091640	29	31	2019-07-24
1091620	0	0	2019-07-24
1091570	0	0	2019-07-24
1091560	13	16	2019-07-24
1091550	0	0	2019-07-24
1091540	0	0	2019-07-24
1091530	0	0	2019-07-24
1091470	22	23	2019-07-24
1091460	0	0	2019-07-24
1091440	0	0	2019-07-24
1091410	0	0	2019-07-24
1091400	14	14	2019-07-24
1091380	0	0	2019-07-24
1091370	0	0	2019-07-24
1091350	0	0	2019-07-24
1091260	0	0	2019-07-24
1091250	22	23	2019-07-24
1091220	0	0	2019-07-24
1091210	12	18	2019-07-24
1091200	15	20	2019-07-24
1091180	3	4	2019-07-24
1091140	0	0	2019-07-24
1091110	2	3	2019-07-24
1091100	0	0	2019-07-24
1091090	0	0	2019-07-24
1091050	2	4	2019-07-24
1091040	6	8	2019-07-24
1091020	0	0	2019-07-24
1091010	134	172	2019-07-24
1090960	0	0	2019-07-24
1090940	0	0	2019-07-24
1090930	4	4	2019-07-24
1090900	0	0	2019-07-24
1090760	0	0	2019-07-24
1090750	0	0	2019-07-24
1090670	0	0	2019-07-24
1090660	1	1	2019-07-24
1090650	0	0	2019-07-24
1090580	5	6	2019-07-24
1090560	37	43	2019-07-24
1090540	0	0	2019-07-24
1090530	0	0	2019-07-24
1090520	0	1	2019-07-24
1090480	0	0	2019-07-24
1090470	3	7	2019-07-24
1090420	0	0	2019-07-24
1090390	2	4	2019-07-24
1090370	0	0	2019-07-24
1090350	0	0	2019-07-24
1090340	0	0	2019-07-24
1090300	0	0	2019-07-24
1090250	0	0	2019-07-24
1090210	15	18	2019-07-24
1090190	39	41	2019-07-24
1090120	0	0	2019-07-24
1090030	8	10	2019-07-24
1090020	0	0	2019-07-24
1089980	0	0	2019-07-24
1089960	5	7	2019-07-24
1089880	0	0	2019-07-24
1089860	16	20	2019-07-24
1089840	0	0	2019-07-24
1089810	37	53	2019-07-24
1089800	0	1	2019-07-24
1089770	1	1	2019-07-24
1089710	1214	1618	2019-07-24
1089660	2	3	2019-07-24
1089650	236	294	2019-07-24
1089600	10	12	2019-07-24
1089590	0	0	2019-07-24
1089540	0	0	2019-07-24
1089430	0	0	2019-07-24
1089310	0	0	2019-07-24
1089290	1	2	2019-07-24
1089250	0	0	2019-07-24
1089140	0	0	2019-07-24
1089130	1158	1388	2019-07-24
1089080	4	7	2019-07-24
1089050	2	2	2019-07-24
1089030	2	2	2019-07-24
1089000	0	0	2019-07-24
1088980	0	0	2019-07-24
1088960	2	2	2019-07-24
1088950	0	0	2019-07-24
1088910	0	0	2019-07-24
1088900	0	0	2019-07-24
1088880	5	8	2019-07-24
1088870	137	166	2019-07-24
1088830	0	0	2019-07-24
1088800	0	1	2019-07-24
1088770	0	0	2019-07-24
1088750	0	0	2019-07-24
1088720	3	3	2019-07-24
1088650	0	0	2019-07-24
1088630	0	0	2019-07-24
1088610	0	0	2019-07-24
1088600	0	0	2019-07-24
1088590	118	157	2019-07-24
1088540	5	7	2019-07-24
1088440	2	4	2019-07-24
1088420	0	0	2019-07-24
1088400	83	98	2019-07-24
1088190	0	0	2019-07-24
1088160	6	7	2019-07-24
1088150	0	0	2019-07-24
1088130	3	11	2019-07-24
1088110	0	0	2019-07-24
1088070	0	1	2019-07-24
1088010	0	1	2019-07-24
1087990	0	0	2019-07-24
1087970	14	17	2019-07-24
1087960	0	0	2019-07-24
1087940	1	1	2019-07-24
1087820	3	6	2019-07-24
1087810	0	0	2019-07-24
1087800	0	0	2019-07-24
1087770	0	0	2019-07-24
1087730	26	40	2019-07-24
1087720	28	30	2019-07-24
1087700	0	0	2019-07-24
1087640	0	0	2019-07-24
1087630	0	1	2019-07-24
1087600	10	12	2019-07-24
1087480	0	0	2019-07-24
1087460	6	10	2019-07-24
1087350	5	11	2019-07-24
1087320	0	0	2019-07-24
1087310	1	1	2019-07-24
1087190	4	5	2019-07-24
1087110	0	0	2019-07-24
1087100	3	6	2019-07-24
1087080	23	24	2019-07-24
1087070	0	0	2019-07-24
1087060	23	25	2019-07-24
1087040	0	3	2019-07-24
1086990	0	0	2019-07-24
1086980	0	0	2019-07-24
1086940	0	0	2019-07-24
1086900	3	3	2019-07-24
1086890	0	0	2019-07-24
1086850	58	62	2019-07-24
1086810	6	9	2019-07-24
1086750	4	4	2019-07-24
1086690	0	0	2019-07-24
1086680	0	0	2019-07-24
1086670	0	0	2019-07-24
1086660	0	0	2019-07-24
1086640	0	0	2019-07-24
1086620	0	0	2019-07-24
1086510	0	1	2019-07-24
1086500	0	0	2019-07-24
1086490	0	2	2019-07-24
1086470	21	24	2019-07-24
1086450	18	18	2019-07-24
1086430	0	0	2019-07-24
1086420	0	0	2019-07-24
1086360	0	0	2019-07-24
1086340	138	178	2019-07-24
1086310	2	4	2019-07-24
1086270	1	1	2019-07-24
1086260	2	2	2019-07-24
1086240	7	7	2019-07-24
1086220	0	0	2019-07-24
1086160	10	12	2019-07-24
1086140	1	1	2019-07-24
1086070	4	6	2019-07-24
1086060	0	0	2019-07-24
1086050	0	0	2019-07-24
1086030	0	0	2019-07-24
1086010	131	152	2019-07-24
1085900	0	0	2019-07-24
1085840	0	0	2019-07-24
1085800	0	0	2019-07-24
1085750	0	0	2019-07-24
1085730	0	1	2019-07-24
1085660	0	0	2019-07-24
1085640	10	13	2019-07-24
