appid	positive_reviews	total_reviews	last_updated
984170	0	0	2019-07-24
984150	0	0	2019-07-24
984110	425	517	2019-07-24
984080	0	6	2019-07-24
984070	6	11	2019-07-24
984030	1	1	2019-07-24
984020	5	6	2019-07-24
983990	20	23	2019-07-24
983980	11	13	2019-07-24
983970	0	0	2019-07-24
983920	0	0	2019-07-24
983900	2	2	2019-07-24
983890	1	6	2019-07-24
983880	9	19	2019-07-24
983850	0	0	2019-07-24
983840	4	10	2019-07-24
983820	11	25	2019-07-24
983790	3	3	2019-07-24
983780	2	3	2019-07-24
983760	8	8	2019-07-24
983680	0	0	2019-07-24
983670	0	0	2019-07-24
983650	0	0	2019-07-24
983640	1	2	2019-07-24
983610	0	0	2019-07-24
983590	2	2	2019-07-24
983570	0	0	2019-07-24
983540	0	0	2019-07-24
983520	2	2	2019-07-24
983390	0	0	2019-07-24
983380	0	0	2019-07-24
983350	0	0	2019-07-24
983340	0	1	2019-07-24
983330	0	0	2019-07-24
983320	0	0	2019-07-24
983290	0	0	2019-07-24
983280	3	4	2019-07-24
983260	0	0	2019-07-24
983240	1	3	2019-07-24
983230	0	0	2019-07-24
983200	0	0	2019-07-24
983190	0	0	2019-07-24
983170	5	5	2019-07-24
983150	77	82	2019-07-24
983140	0	0	2019-07-24
983120	5	6	2019-07-24
983100	0	0	2019-07-24
983070	1	3	2019-07-24
983060	2	7	2019-07-24
983050	12	13	2019-07-24
983040	0	0	2019-07-24
982990	2	2	2019-07-24
982980	0	0	2019-07-24
982900	19	22	2019-07-24
982890	2	6	2019-07-24
982880	3	3	2019-07-24
982860	1	1	2019-07-24
982850	2	3	2019-07-24
982840	3	3	2019-07-24
982830	3	6	2019-07-24
982800	1	1	2019-07-24
982770	3	3	2019-07-24
982760	7	11	2019-07-24
982750	0	0	2019-07-24
982720	0	0	2019-07-24
982710	8	12	2019-07-24
982700	30	41	2019-07-24
982690	0	1	2019-07-24
982680	13	17	2019-07-24
982670	0	0	2019-07-24
982580	171	195	2019-07-24
982540	11	12	2019-07-24
982520	15	23	2019-07-24
982510	65	155	2019-07-24
982480	0	4	2019-07-24
982450	16	21	2019-07-24
982440	42	57	2019-07-24
982420	0	0	2019-07-24
982410	0	0	2019-07-24
982400	34	36	2019-07-24
982390	0	0	2019-07-24
982380	18	30	2019-07-24
982370	0	0	2019-07-24
982320	0	0	2019-07-24
982290	0	0	2019-07-24
982270	181	195	2019-07-24
982240	0	0	2019-07-24
982220	77	89	2019-07-24
982180	2	3	2019-07-24
982150	217	243	2019-07-24
982120	1	1	2019-07-24
982100	4	6	2019-07-24
982090	0	0	2019-07-24
982060	47	54	2019-07-24
982050	1	1	2019-07-24
982020	1	1	2019-07-24
982010	3	10	2019-07-24
981990	2	2	2019-07-24
981980	0	0	2019-07-24
981960	17	20	2019-07-24
981910	6	16	2019-07-24
981900	0	0	2019-07-24
981880	0	0	2019-07-24
981870	0	0	2019-07-24
981850	9	14	2019-07-24
981830	0	0	2019-07-24
981800	24	32	2019-07-24
981790	9	20	2019-07-24
981770	122	134	2019-07-24
981750	0	0	2019-07-24
981720	0	0	2019-07-24
981710	1	1	2019-07-24
981690	0	0	2019-07-24
981670	3	3	2019-07-24
981660	0	0	2019-07-24
981630	0	0	2019-07-24
981620	2	2	2019-07-24
981560	0	0	2019-07-24
981550	22	29	2019-07-24
981540	1	1	2019-07-24
981500	0	0	2019-07-24
981490	1	1	2019-07-24
981480	0	0	2019-07-24
981470	0	0	2019-07-24
981450	2	2	2019-07-24
981440	2	2	2019-07-24
981420	35	36	2019-07-24
981320	0	0	2019-07-24
981310	23	40	2019-07-24
981300	46	58	2019-07-24
981290	23	46	2019-07-24
981280	0	0	2019-07-24
981270	1	1	2019-07-24
981260	107	123	2019-07-24
981250	2	2	2019-07-24
981180	0	0	2019-07-24
981160	20	25	2019-07-24
981140	1	1	2019-07-24
981130	1	3	2019-07-24
981120	0	0	2019-07-24
981100	0	0	2019-07-24
981080	0	0	2019-07-24
981050	0	0	2019-07-24
981040	0	0	2019-07-24
981020	76	77	2019-07-24
981010	0	0	2019-07-24
980950	17	18	2019-07-24
980940	0	0	2019-07-24
980880	4	4	2019-07-24
980850	213	379	2019-07-24
980830	30	32	2019-07-24
980800	0	0	2019-07-24
980770	0	0	2019-07-24
980760	2	2	2019-07-24
980750	1	1	2019-07-24
980740	4	6	2019-07-24
980730	42	60	2019-07-24
980700	0	0	2019-07-24
980690	7	10	2019-07-24
980630	2	2	2019-07-24
980610	0	0	2019-07-24
980600	2	2	2019-07-24
980560	0	1	2019-07-24
980520	4	4	2019-07-24
980490	1	2	2019-07-24
980480	0	0	2019-07-24
980470	0	0	2019-07-24
980440	1	2	2019-07-24
980380	0	0	2019-07-24
980320	6	8	2019-07-24
980300	1463	1504	2019-07-24
980210	0	0	2019-07-24
980190	0	0	2019-07-24
980160	11	18	2019-07-24
980090	5	7	2019-07-24
980060	41	60	2019-07-24
980000	0	0	2019-07-24
979990	0	0	2019-07-24
979970	15	22	2019-07-24
979920	21	45	2019-07-24
979910	3	9	2019-07-24
979900	9	10	2019-07-24
979890	5	6	2019-07-24
979880	3	3	2019-07-24
979870	0	0	2019-07-24
979830	0	0	2019-07-24
979810	8	17	2019-07-24
979790	12	12	2019-07-24
979770	0	0	2019-07-24
979760	2	4	2019-07-24
979740	5	8	2019-07-24
979720	3	4	2019-07-24
979680	3	6	2019-07-24
979620	11	12	2019-07-24
979600	243	246	2019-07-24
979590	0	0	2019-07-24
979580	8	10	2019-07-24
979560	32	62	2019-07-24
979550	1	3	2019-07-24
979530	1	2	2019-07-24
979520	4	5	2019-07-24
979500	0	0	2019-07-24
979450	2	2	2019-07-24
979410	0	0	2019-07-24
979390	3	5	2019-07-24
979360	0	0	2019-07-24
979350	2	2	2019-07-24
979330	15	23	2019-07-24
979320	6	6	2019-07-24
979310	0	0	2019-07-24
979300	0	0	2019-07-24
979290	0	0	2019-07-24
979260	162	173	2019-07-24
979220	0	1	2019-07-24
979170	19	38	2019-07-24
979160	21	23	2019-07-24
979110	0	0	2019-07-24
979100	18	19	2019-07-24
979090	30	33	2019-07-24
979080	592	755	2019-07-24
979060	169	225	2019-07-24
979010	40	59	2019-07-24
979000	2	2	2019-07-24
978990	3	4	2019-07-24
978980	0	0	2019-07-24
978970	15	17	2019-07-24
978960	9	12	2019-07-24
978920	0	1	2019-07-24
978910	1	3	2019-07-24
978870	22	24	2019-07-24
978840	117	176	2019-07-24
978800	93	100	2019-07-24
978790	20	21	2019-07-24
978760	0	0	2019-07-24
978720	18	27	2019-07-24
978710	1	1	2019-07-24
978700	0	0	2019-07-24
978690	13	19	2019-07-24
978680	54	70	2019-07-24
978670	10	19	2019-07-24
978650	0	0	2019-07-24
978640	12	12	2019-07-24
978630	0	0	2019-07-24
978620	160	307	2019-07-24
978610	0	4	2019-07-24
978580	0	1	2019-07-24
978520	0	0	2019-07-24
978510	6	6	2019-07-24
978490	1	1	2019-07-24
978470	73	92	2019-07-24
978460	0	0	2019-07-24
978450	1	2	2019-07-24
978440	6	6	2019-07-24
978380	2	2	2019-07-24
978340	7	7	2019-07-24
978290	25	45	2019-07-24
978270	144	154	2019-07-24
978260	0	1	2019-07-24
978250	19	21	2019-07-24
978210	4	7	2019-07-24
978200	5	8	2019-07-24
978190	13	18	2019-07-24
978180	7	7	2019-07-24
978120	0	0	2019-07-24
978110	0	0	2019-07-24
978040	2	2	2019-07-24
978020	1	3	2019-07-24
978010	4	4	2019-07-24
977980	0	0	2019-07-24
977950	1745	1867	2019-07-24
977920	0	0	2019-07-24
977900	4	8	2019-07-24
977880	0	0	2019-07-24
977840	8	8	2019-07-24
977810	29	30	2019-07-24
977790	1	2	2019-07-24
977780	0	0	2019-07-24
977720	0	0	2019-07-24
977690	22	23	2019-07-24
977670	5	5	2019-07-24
977650	0	0	2019-07-24
977640	49	70	2019-07-24
977630	0	0	2019-07-24
977590	1	4	2019-07-24
977580	0	0	2019-07-24
977570	43	65	2019-07-24
977560	6	7	2019-07-24
977540	5	7	2019-07-24
977500	65	93	2019-07-24
977490	10	18	2019-07-24
977460	58	65	2019-07-24
977450	10	10	2019-07-24
977430	1	1	2019-07-24
977400	1087	1257	2019-07-24
977390	149	193	2019-07-24
977380	0	0	2019-07-24
977340	15	27	2019-07-24
977310	2	2	2019-07-24
977300	17	21	2019-07-24
977290	1	1	2019-07-24
977270	0	0	2019-07-24
977260	6	9	2019-07-24
977210	2	2	2019-07-24
977200	30	39	2019-07-24
977180	0	0	2019-07-24
977160	54	90	2019-07-24
977110	2	3	2019-07-24
977100	11	11	2019-07-24
977090	12	13	2019-07-24
977080	1	1	2019-07-24
976980	10	14	2019-07-24
976970	1	1	2019-07-24
976960	8	8	2019-07-24
976950	2	2	2019-07-24
976940	370	376	2019-07-24
976930	0	0	2019-07-24
976920	15	23	2019-07-24
976900	0	0	2019-07-24
976870	3	3	2019-07-24
976860	0	0	2019-07-24
976850	1	2	2019-07-24
976840	0	1	2019-07-24
976830	3	3	2019-07-24
976800	513	915	2019-07-24
976780	25	35	2019-07-24
976730	0	0	2019-07-24
976720	1	1	2019-07-24
976700	0	0	2019-07-24
976680	0	0	2019-07-24
976630	0	0	2019-07-24
976580	0	0	2019-07-24
976560	0	0	2019-07-24
976500	0	0	2019-07-24
976420	41	45	2019-07-24
976410	71	109	2019-07-24
976390	163	173	2019-07-24
976360	2	2	2019-07-24
976340	18	22	2019-07-24
976330	6	7	2019-07-24
976320	2	3	2019-07-24
976310	6415	9400	2019-07-24
976290	0	0	2019-07-24
976240	0	0	2019-07-24
976230	1	4	2019-07-24
976190	0	0	2019-07-24
976160	9	14	2019-07-24
976120	43	54	2019-07-24
976090	1	1	2019-07-24
976070	7	11	2019-07-24
976060	14	14	2019-07-24
976030	24	27	2019-07-24
976020	33	43	2019-07-24
976010	273	304	2019-07-24
975980	1	1	2019-07-24
975950	0	0	2019-07-24
975910	10	14	2019-07-24
975860	2	2	2019-07-24
975800	3	4	2019-07-24
975770	4	4	2019-07-24
975760	29	39	2019-07-24
975750	0	0	2019-07-24
975710	7	7	2019-07-24
975700	30	33	2019-07-24
975690	2	2	2019-07-24
975680	101	210	2019-07-24
975670	0	0	2019-07-24
975660	4	10	2019-07-24
975640	4	10	2019-07-24
975620	0	0	2019-07-24
975600	7	8	2019-07-24
975500	0	0	2019-07-24
975470	0	0	2019-07-24
975430	7	9	2019-07-24
975410	10	13	2019-07-24
975390	8	11	2019-07-24
975370	0	0	2019-07-24
975350	100	127	2019-07-24
975290	14	14	2019-07-24
975270	225	240	2019-07-24
975240	65	86	2019-07-24
975230	14	16	2019-07-24
975220	0	2	2019-07-24
975200	0	1	2019-07-24
975160	0	0	2019-07-24
975120	145	211	2019-07-24
975110	1	1	2019-07-24
975100	0	1	2019-07-24
975050	23	30	2019-07-24
975030	10	34	2019-07-24
975020	17	25	2019-07-24
975010	0	1	2019-07-24
975000	15	19	2019-07-24
974970	5	5	2019-07-24
974950	149	162	2019-07-24
974930	0	0	2019-07-24
974920	1	2	2019-07-24
974910	0	0	2019-07-24
974870	18	18	2019-07-24
974860	2	2	2019-07-24
974850	5	6	2019-07-24
974840	18	19	2019-07-24
974830	14	14	2019-07-24
974750	0	0	2019-07-24
974680	6	20	2019-07-24
974670	3	6	2019-07-24
974620	2	6	2019-07-24
974600	6	7	2019-07-24
974530	3	5	2019-07-24
974520	0	0	2019-07-24
974490	1	2	2019-07-24
974470	236	257	2019-07-24
974450	3	21	2019-07-24
974430	1	1	2019-07-24
974420	0	0	2019-07-24
974390	10	10	2019-07-24
974370	14	16	2019-07-24
974320	5	13	2019-07-24
974250	5	5	2019-07-24
974240	4	6	2019-07-24
974220	0	0	2019-07-24
974200	50	56	2019-07-24
974180	4	6	2019-07-24
974160	1	2	2019-07-24
974150	10	14	2019-07-24
974140	0	0	2019-07-24
974110	13	13	2019-07-24
974070	0	0	2019-07-24
974060	0	0	2019-07-24
974040	3	4	2019-07-24
974010	1	2	2019-07-24
973860	0	0	2019-07-24
973850	5	5	2019-07-24
973800	15	22	2019-07-24
973780	0	0	2019-07-24
973760	3618	4054	2019-07-24
973720	0	0	2019-07-24
973700	18	25	2019-07-24
973690	0	0	2019-07-24
973640	0	2	2019-07-24
973600	37	51	2019-07-24
973590	4	4	2019-07-24
973580	0	0	2019-07-24
973560	3	7	2019-07-24
973470	0	0	2019-07-24
973450	0	0	2019-07-24
973440	18	19	2019-07-24
973410	4	4	2019-07-24
973400	0	0	2019-07-24
973390	0	0	2019-07-24
973360	1	1	2019-07-24
973350	0	0	2019-07-24
973320	0	0	2019-07-24
973310	0	0	2019-07-24
973260	1	4	2019-07-24
973250	0	0	2019-07-24
973240	41	52	2019-07-24
973220	53	55	2019-07-24
973200	0	0	2019-07-24
973170	11	12	2019-07-24
973130	0	1	2019-07-24
973110	0	4	2019-07-24
973100	2	2	2019-07-24
973090	25	73	2019-07-24
973070	0	0	2019-07-24
973060	18	22	2019-07-24
973040	1	3	2019-07-24
973000	119	139	2019-07-24
972990	0	0	2019-07-24
972960	0	0	2019-07-24
972950	0	0	2019-07-24
972940	0	0	2019-07-24
972920	15	34	2019-07-24
972910	11	14	2019-07-24
972890	22	31	2019-07-24
972850	6	6	2019-07-24
972770	0	0	2019-07-24
972760	19	24	2019-07-24
972740	56	68	2019-07-24
972660	0	0	2019-07-24
972650	0	0	2019-07-24
972620	1	3	2019-07-24
972600	8	9	2019-07-24
972560	10	13	2019-07-24
972520	0	0	2019-07-24
972510	0	0	2019-07-24
972480	1	2	2019-07-24
972430	7	10	2019-07-24
972420	1	1	2019-07-24
972290	7	9	2019-07-24
972280	3	3	2019-07-24
972230	3	4	2019-07-24
972200	2	3	2019-07-24
972170	176	247	2019-07-24
972160	0	0	2019-07-24
972080	3	3	2019-07-24
972050	0	0	2019-07-24
971900	2	4	2019-07-24
971880	1	5	2019-07-24
971810	0	0	2019-07-24
971800	0	0	2019-07-24
971780	2	2	2019-07-24
971740	3	3	2019-07-24
971710	0	0	2019-07-24
971690	0	0	2019-07-24
971680	462	480	2019-07-24
971670	13	21	2019-07-24
971650	0	0	2019-07-24
971640	1	1	2019-07-24
971620	166	208	2019-07-24
971610	4	4	2019-07-24
971540	0	0	2019-07-24
971530	0	0	2019-07-24
971500	10	10	2019-07-24
971480	6	7	2019-07-24
971460	25	38	2019-07-24
971450	0	1	2019-07-24
971430	14	14	2019-07-24
971400	0	0	2019-07-24
971390	0	0	2019-07-24
971350	34	60	2019-07-24
971340	0	0	2019-07-24
971280	1	1	2019-07-24
971230	0	0	2019-07-24
971210	164	166	2019-07-24
971180	0	0	2019-07-24
971130	10	10	2019-07-24
971120	34	40	2019-07-24
971100	2	2	2019-07-24
971090	0	1	2019-07-24
971080	0	0	2019-07-24
971070	2	3	2019-07-24
971060	0	3	2019-07-24
971030	0	0	2019-07-24
970980	6	6	2019-07-24
970970	1	8	2019-07-24
970910	1	2	2019-07-24
970900	3	3	2019-07-24
970890	0	0	2019-07-24
970880	0	0	2019-07-24
970870	1	1	2019-07-24
970850	0	0	2019-07-24
970840	0	0	2019-07-24
970830	0	0	2019-07-24
970820	0	0	2019-07-24
970810	2	2	2019-07-24
970800	30	34	2019-07-24
970760	0	0	2019-07-24
970730	2	2	2019-07-24
970710	7	12	2019-07-24
970690	1	3	2019-07-24
970680	0	2	2019-07-24
970670	3	4	2019-07-24
970660	6	32	2019-07-24
970650	0	4	2019-07-24
970620	0	0	2019-07-24
970610	0	0	2019-07-24
970600	0	0	2019-07-24
970580	7	8	2019-07-24
970570	330	336	2019-07-24
970550	0	1	2019-07-24
970530	10	11	2019-07-24
970510	102	116	2019-07-24
970470	2	2	2019-07-24
970460	0	0	2019-07-24
970450	0	0	2019-07-24
970400	0	0	2019-07-24
970390	1	1	2019-07-24
970360	0	1	2019-07-24
970300	0	0	2019-07-24
970260	1	3	2019-07-24
970240	4	4	2019-07-24
970210	2	2	2019-07-24
970200	2	3	2019-07-24
970190	24	38	2019-07-24
970180	0	0	2019-07-24
970150	3	9	2019-07-24
970140	18	20	2019-07-24
970130	7	16	2019-07-24
970090	5	5	2019-07-24
970030	1	1	2019-07-24
970000	0	0	2019-07-24
969990	0	0	2019-07-24
969970	20	36	2019-07-24
969950	1	2	2019-07-24
969940	0	1	2019-07-24
969880	39	82	2019-07-24
969870	3	9	2019-07-24
969860	0	3	2019-07-24
969760	0	0	2019-07-24
969740	5	5	2019-07-24
969700	143	150	2019-07-24
969690	7	8	2019-07-24
969680	0	0	2019-07-24
969630	1	2	2019-07-24
969540	0	0	2019-07-24
969530	2	2	2019-07-24
969480	20	20	2019-07-24
969420	0	0	2019-07-24
969350	2	3	2019-07-24
969340	0	0	2019-07-24
969330	0	0	2019-07-24
969240	4	4	2019-07-24
969230	1	6	2019-07-24
969190	0	0	2019-07-24
969180	0	0	2019-07-24
969130	8	8	2019-07-24
969060	1	1	2019-07-24
969020	32	39	2019-07-24
968990	4	5	2019-07-24
968980	0	1	2019-07-24
968960	2	5	2019-07-24
968950	29	34	2019-07-24
968940	7	20	2019-07-24
968930	0	0	2019-07-24
968920	0	2	2019-07-24
968820	7	10	2019-07-24
968790	192	220	2019-07-24
968780	0	0	2019-07-24
968730	21	29	2019-07-24
968710	0	0	2019-07-24
968700	315	370	2019-07-24
968690	0	0	2019-07-24
968620	0	0	2019-07-24
968600	3	3	2019-07-24
968590	0	0	2019-07-24
968580	0	0	2019-07-24
968570	1	2	2019-07-24
968560	2	2	2019-07-24
968540	3	9	2019-07-24
968500	55	57	2019-07-24
968470	15	15	2019-07-24
968460	8	14	2019-07-24
968450	5	9	2019-07-24
968440	107	153	2019-07-24
968430	0	0	2019-07-24
968420	56	59	2019-07-24
968410	0	0	2019-07-24
968380	3	5	2019-07-24
968370	0	0	2019-07-24
968360	9	11	2019-07-24
968350	94	96	2019-07-24
968320	6	6	2019-07-24
968310	10	11	2019-07-24
968300	3	3	2019-07-24
968290	33	35	2019-07-24
968250	69	80	2019-07-24
968210	4	4	2019-07-24
968200	11	18	2019-07-24
968170	9	9	2019-07-24
967960	0	0	2019-07-24
967950	0	0	2019-07-24
967940	2	2	2019-07-24
967910	2	2	2019-07-24
967750	0	0	2019-07-24
967490	24	26	2019-07-24
967460	0	0	2019-07-24
967450	1	3	2019-07-24
967440	20	60	2019-07-24
967430	2	3	2019-07-24
967410	57	81	2019-07-24
967370	3	4	2019-07-24
967330	8	8	2019-07-24
967290	2	2	2019-07-24
967250	1945	2213	2019-07-24
967210	0	0	2019-07-24
967180	1	3	2019-07-24
967170	0	7	2019-07-24
967130	93	121	2019-07-24
967120	0	0	2019-07-24
967100	3	5	2019-07-24
967070	0	0	2019-07-24
967060	1	1	2019-07-24
967050	2052	2353	2019-07-24
966870	201	325	2019-07-24
966760	2	3	2019-07-24
966730	0	0	2019-07-24
966720	7	8	2019-07-24
966680	74	75	2019-07-24
966660	4	4	2019-07-24
966650	0	0	2019-07-24
966630	46	50	2019-07-24
966610	158	177	2019-07-24
966600	0	4	2019-07-24
966590	7	7	2019-07-24
966580	30	39	2019-07-24
966560	35	95	2019-07-24
966540	2	4	2019-07-24
966530	86	125	2019-07-24
966500	0	0	2019-07-24
966460	22	38	2019-07-24
966450	0	0	2019-07-24
966430	152	185	2019-07-24
966420	3	4	2019-07-24
966400	0	0	2019-07-24
966370	2	4	2019-07-24
966330	478	523	2019-07-24
966320	0	0	2019-07-24
966250	0	0	2019-07-24
966240	2	3	2019-07-24
966210	4	4	2019-07-24
966180	3	3	2019-07-24
966160	10	16	2019-07-24
966140	0	0	2019-07-24
966100	0	0	2019-07-24
966090	3	3	2019-07-24
966050	2	3	2019-07-24
966020	3	4	2019-07-24
966010	14	14	2019-07-24
966000	21	29	2019-07-24
965990	0	0	2019-07-24
965970	0	0	2019-07-24
965960	2	2	2019-07-24
965940	6	9	2019-07-24
965920	17	20	2019-07-24
965910	0	0	2019-07-24
965900	0	0	2019-07-24
965890	0	0	2019-07-24
965880	0	0	2019-07-24
965860	189	203	2019-07-24
965840	0	4	2019-07-24
965830	48	53	2019-07-24
965820	188	193	2019-07-24
965810	74	79	2019-07-24
965760	1	1	2019-07-24
965730	0	0	2019-07-24
965710	0	0	2019-07-24
965680	0	0	2019-07-24
965670	176	183	2019-07-24
965650	0	0	2019-07-24
965640	29	35	2019-07-24
965540	0	0	2019-07-24
965510	5	5	2019-07-24
965490	11	11	2019-07-24
965480	39	53	2019-07-24
965470	6	6	2019-07-24
965460	29	40	2019-07-24
965450	0	0	2019-07-24
965410	5	6	2019-07-24
965400	0	0	2019-07-24
965360	0	0	2019-07-24
965340	27	28	2019-07-24
965320	26	49	2019-07-24
965310	22	41	2019-07-24
965300	33	45	2019-07-24
965250	4	5	2019-07-24
965240	2	2	2019-07-24
965210	0	0	2019-07-24
965200	0	0	2019-07-24
965180	0	0	2019-07-24
965160	8	11	2019-07-24
965140	0	0	2019-07-24
965130	5	7	2019-07-24
965120	0	0	2019-07-24
965110	1	2	2019-07-24
965080	93	149	2019-07-24
965070	0	0	2019-07-24
965060	8	15	2019-07-24
965030	4	6	2019-07-24
965010	33	34	2019-07-24
965000	1	3	2019-07-24
964990	8	8	2019-07-24
964970	53	77	2019-07-24
964960	7	16	2019-07-24
964920	4	11	2019-07-24
964910	0	0	2019-07-24
964890	4	4	2019-07-24
964810	3	3	2019-07-24
964800	0	0	2019-07-24
964770	1	2	2019-07-24
964760	0	0	2019-07-24
964750	2	6	2019-07-24
964700	2	3	2019-07-24
964650	0	0	2019-07-24
964620	0	0	2019-07-24
964570	0	0	2019-07-24
964470	1171	1316	2019-07-24
964460	6	6	2019-07-24
964450	0	0	2019-07-24
964420	0	0	2019-07-24
964390	0	2	2019-07-24
964350	853	1011	2019-07-24
964340	2	3	2019-07-24
964320	0	0	2019-07-24
964300	140	209	2019-07-24
964240	5	10	2019-07-24
964230	32	43	2019-07-24
964220	5	5	2019-07-24
964210	15	17	2019-07-24
964190	0	1	2019-07-24
964180	13	17	2019-07-24
964170	0	1	2019-07-24
964130	13	18	2019-07-24
964110	2	2	2019-07-24
964100	1	1	2019-07-24
964080	20	25	2019-07-24
964070	9	12	2019-07-24
964060	0	0	2019-07-24
964050	1	3	2019-07-24
964040	27	44	2019-07-24
964030	0	2	2019-07-24
964020	0	0	2019-07-24
963980	0	0	2019-07-24
963960	2	3	2019-07-24
963940	0	0	2019-07-24
963930	605	732	2019-07-24
963910	10	22	2019-07-24
963900	2	4	2019-07-24
963870	0	0	2019-07-24
963860	2	3	2019-07-24
963830	2	2	2019-07-24
963780	0	0	2019-07-24
963770	0	0	2019-07-24
963720	0	0	2019-07-24
963710	561	592	2019-07-24
963690	1691	1823	2019-07-24
963680	15	15	2019-07-24
963670	0	0	2019-07-24
963660	2	4	2019-07-24
963590	0	0	2019-07-24
963570	3	3	2019-07-24
963560	0	0	2019-07-24
963510	0	0	2019-07-24
963490	14	18	2019-07-24
963470	1	1	2019-07-24
963450	170	197	2019-07-24
963400	0	0	2019-07-24
963370	1	4	2019-07-24
963360	0	0	2019-07-24
963330	68	87	2019-07-24
963300	11	17	2019-07-24
963290	41	63	2019-07-24
963280	34	39	2019-07-24
963230	17	18	2019-07-24
963210	39	56	2019-07-24
963200	1	4	2019-07-24
963190	0	0	2019-07-24
963180	1	1	2019-07-24
963170	0	4	2019-07-24
963150	0	0	2019-07-24
963110	0	8	2019-07-24
963050	0	0	2019-07-24
963040	17	42	2019-07-24
963020	0	0	2019-07-24
963010	0	0	2019-07-24
963000	315	335	2019-07-24
962970	205	237	2019-07-24
962950	3	4	2019-07-24
962940	117	160	2019-07-24
962850	12	32	2019-07-24
962810	0	0	2019-07-24
962730	1587	1992	2019-07-24
962710	3	5	2019-07-24
962700	0	0	2019-07-24
962650	1	1	2019-07-24
962640	5	5	2019-07-24
962630	0	0	2019-07-24
962610	2	2	2019-07-24
962580	0	0	2019-07-24
962510	9	11	2019-07-24
962490	1	2	2019-07-24
962450	0	0	2019-07-24
962400	268	301	2019-07-24
962390	14	23	2019-07-24
962380	34	48	2019-07-24
962370	1	1	2019-07-24
962360	0	0	2019-07-24
962340	0	0	2019-07-24
962290	7	10	2019-07-24
962280	0	0	2019-07-24
962270	0	0	2019-07-24
962250	2	3	2019-07-24
962240	0	0	2019-07-24
962230	0	0	2019-07-24
962220	0	0	2019-07-24
962170	0	1	2019-07-24
962150	0	0	2019-07-24
962090	0	0	2019-07-24
962080	3	3	2019-07-24
962070	0	0	2019-07-24
962060	0	0	2019-07-24
962050	1	3	2019-07-24
961990	3	3	2019-07-24
961960	0	0	2019-07-24
961920	2	6	2019-07-24
961910	0	0	2019-07-24
961870	0	0	2019-07-24
961860	29	40	2019-07-24
961750	0	0	2019-07-24
961740	1	7	2019-07-24
961730	3	6	2019-07-24
961720	0	1	2019-07-24
961710	0	1	2019-07-24
961700	5	8	2019-07-24
961680	0	0	2019-07-24
961660	33	35	2019-07-24
961640	13	13	2019-07-24
961620	46	48	2019-07-24
961560	4	5	2019-07-24
961540	0	0	2019-07-24
961510	65	78	2019-07-24
961420	10	12	2019-07-24
961410	1	1	2019-07-24
961280	0	0	2019-07-24
961270	6	18	2019-07-24
961240	4	6	2019-07-24
961230	1	1	2019-07-24
961220	11	13	2019-07-24
961210	0	0	2019-07-24
961200	0	0	2019-07-24
961190	0	0	2019-07-24
961110	3	3	2019-07-24
961060	2	3	2019-07-24
961040	12	17	2019-07-24
961030	0	0	2019-07-24
961010	0	0	2019-07-24
960980	0	0	2019-07-24
960940	0	0	2019-07-24
960900	2	3	2019-07-24
960820	2	2	2019-07-24
960800	0	0	2019-07-24
960740	30	32	2019-07-24
960710	0	0	2019-07-24
960700	2	2	2019-07-24
960690	0	0	2019-07-24
960680	4	11	2019-07-24
960660	3	3	2019-07-24
960650	0	0	2019-07-24
960610	1	9	2019-07-24
960600	1	2	2019-07-24
960590	10	10	2019-07-24
960550	3	3	2019-07-24
960430	0	0	2019-07-24
960380	4	6	2019-07-24
960370	2	5	2019-07-24
960360	25	34	2019-07-24
960340	0	0	2019-07-24
960330	25	45	2019-07-24
960320	34	44	2019-07-24
960280	0	0	2019-07-24
960270	5	10	2019-07-24
960240	1	1	2019-07-24
960200	2	2	2019-07-24
960190	69	90	2019-07-24
960150	10	23	2019-07-24
960130	3	7	2019-07-24
960090	1732	2063	2019-07-24
960040	12	18	2019-07-24
960030	12	12	2019-07-24
960010	1	1	2019-07-24
959990	3	3	2019-07-24
959980	0	2	2019-07-24
959960	0	1	2019-07-24
959940	0	1	2019-07-24
959930	0	0	2019-07-24
959920	6	9	2019-07-24
959890	196	206	2019-07-24
959880	0	0	2019-07-24
959870	18	25	2019-07-24
959850	2	3	2019-07-24
959830	9	15	2019-07-24
959800	0	0	2019-07-24
959770	1	4	2019-07-24
959760	0	0	2019-07-24
959750	188	192	2019-07-24
959730	2	2	2019-07-24
959710	5	5	2019-07-24
959700	0	0	2019-07-24
959690	0	0	2019-07-24
959590	2	3	2019-07-24
959540	5	10	2019-07-24
959520	98	143	2019-07-24
959510	0	0	2019-07-24
959500	62	79	2019-07-24
959480	0	0	2019-07-24
959440	0	0	2019-07-24
959410	19	19	2019-07-24
959400	4	4	2019-07-24
959380	0	0	2019-07-24
959350	9	12	2019-07-24
959340	1	2	2019-07-24
959260	2	4	2019-07-24
959220	0	0	2019-07-24
959210	0	0	2019-07-24
959200	5	10	2019-07-24
959170	6	9	2019-07-24
959130	4	4	2019-07-24
959090	2	2	2019-07-24
959080	511	539	2019-07-24
959050	19	21	2019-07-24
959030	7	8	2019-07-24
959020	3	3	2019-07-24
958990	1	1	2019-07-24
958980	14	18	2019-07-24
958960	16	21	2019-07-24
958910	0	0	2019-07-24
958900	0	1	2019-07-24
