appid	score	num_tags	total_tag_votes	name	release_date	positive_reviews	total_reviews	review_rating	rec_flag
1120340	1.4368801503121964	4	80	Meu Mundo	Aug 5, 2019	0	0	0.0	0
1113230	1.3996592187845476	2	39	TerTD	Jul 23, 2019	0	0	0.0	0
1108360	1.3958944188014337	4	81	AOS Manager	Jul 14, 2019	0	1	0.0	0
1114460	1.3945785121029242	3	63	Paranormal Detective: Escape from the 80's	Oct 2019	0	0	0.0	0
1110780	1.3945785121029242	3	63	Tractage aux Portes 2: Mob à la Cafétéria	Jul 2019	0	0	0.0	0
1111870	1.3925121291661777	2	40	Admiral Stepinski	Aug 2019	0	0	0.0	0
1105970	1.3717123437070966	1	21	<U+4E0D><U+6B7B>/IMMORTAL	Jul 25, 2019	0	0	0.0	0
1109650	1.3616177507763052	2	42	Hentai Girls Mosaic	Jul 16, 2019	3	4	0.75	0
1117710	1.3455383608920584	5	65	Contraptions	29th August 2019	0	0	0.0	0
1119940	1.3238813167438512	3	73	Storm Tale	Jul 2019	0	0	0.0	0
1107190	1.322116014749135	3	50	The Fragment	Oct 17, 2019	0	0	0.0	0
1109120	1.3205802234579946	4	60	La Forêt de Pago : La vengeance du dragon	Sep 2019	0	0	0.0	0
1108380	1.3015642786279356	4	64	Highlight	Jul 14, 2019	3	3	1.0	0
1100410	1.2559392505612668	2	29	Commandos 2 - HD Remaster	Q4 2019	0	0	0.0	0
1104530	1.2540889664811845	3	63	A Long Night For Crazy King	Sep 2019	0	0	0.0	0
1119430	1.2102143289180312	5	74	The Backrooms Simulator	Jul 23, 2019	2	2	1.0	0
1108190	1.203936962050856	2	42	Victorian Mysteries: The Yellow Room	Jul 14, 2019	0	0	0.0	0
1118310	1.1394730256460595	2	36	RetroArch	July 30, 2019	0	0	0.0	0
1119730	1.1137756340497442	1	21	Ranch Simulator	2019	0	0	0.0	0
1115020	1.1137756340497442	1	20	<U+8001><U+677F><U+653B><U+7565>	Jul 26, 2019	0	0	0.0	0
1104400	1.1137756340497442	1	20	<U+6211><U+4EEC><U+7684><U+5927><U+5B66>	Sep 2, 2019	0	0	0.0	0
1104220	1.1137756340497442	1	23	Kyle Simulator	Jun 27, 2019	34	40	0.85	0
1102370	1.1137756340497442	1	21	Pixling World	Winter 2019	0	0	0.0	0
1103940	1.1082329131715847	3	48	New Zealand Virtual Debating Chamber	Jun 25, 2019	4	5	0.8	0
1114050	1.0691140845448834	3	64	<U+96EA><U+9E70><U+9886><U+4E3B>	7-2019	0	0	0.0	0
1117470	1.026408768901262	4	80	Seven Wonders of St. Clementine	2019	0	0	0.0	0
1109310	0.9329661255440888	7	80	Expansion	Jul 25, 2019	0	0	0.0	0
1118910	0.9077519957058768	3	63	Sunflower	Dec 2, 2019	0	0	0.0	0
1114730	0.9077519957058768	3	63	Femdom Lines	Aug 6, 2019	0	0	0.0	0
1122860	0.8997504648871	2	40	Stop it - Driving Simulation	Jul 28, 2019	0	0	0.0	0
1113400	0.8961752719838753	3	42	Alliance of the Sacred Suns	Early Access Q1 2020	0	0	0.0	0
1108020	0.7812013535733864	2	33	Bepuzzled Jigsaw Puzzle: Sweets	Jul 12, 2019	0	0	0.0	0
1103070	0.7812013535733864	2	33	Bepuzzled Jigsaw Puzzle: Japan	Jul 3, 2019	0	0	0.0	0
1112400	0.7771297422930725	3	109	Go Fast Online	Soon	0	0	0.0	0
1114140	0.7541363185610107	2	42	Fortune Telling	Jul 23, 2019	0	0	0.0	0
1099440	0.6857252957244557	1	20	Rude Racers	Sep 30, 2019	0	0	0.0	0
1103040	0.6528371581213211	3	54	Bepuzzled Space Jigsaw Puzzle	Jun 25, 2019	0	0	0.0	0
1109550	0.6141304736599376	2	43	CricVRX - VR Cricket	Jul 19, 2019	0	0	0.0	0
1103050	0.6103170226612572	3	44	Bepuzzled Jigsaw Puzzle: Animals 103 Puzzles	Jun 27, 2019	0	0	0.0	0
1103920	0.5976174599917443	2	42	Clickable Coffee Shop	July 2019	0	0	0.0	0
1108030	0.5714834706081965	3	51	Bepuzzled Jigsaw Puzzle: Paradise	Jul 12, 2019	0	0	0.0	0
1110640	0.5371927176236311	3	63	Double Elf Fantasy	Aug 8, 2019	0	0	0.0	0
1114880	0.4554088523734059	3	44	VIBRATOR SIMULATOR	Jul 17, 2019	0	0	0.0	0
1102410	0.39854248118191943	3	64	LOST:SMILE memories + promises	Jul 25, 2019	0	0	0.0	0
1120780	0.39449700307227714	1	20	Space Travelling within the Earth-Moon System	Jul 24, 2019	0	0	0.0	0
1120160	0.39449700307227714	1	20	Tricky Cow	Jul 29, 2019	0	0	0.0	0
1119890	0.39449700307227714	1	20	Babylonia	Jul 31, 2019	0	0	0.0	0
1118030	0.39449700307227714	1	22	Cockatrice Attacking the city	Jul 18, 2019	0	0	0.0	0
1114270	0.39449700307227714	1	21	1912 Titanic Mystery	Jul 17, 2019	0	0	0.0	0
1110280	0.39449700307227714	1	21	Royal Life: Hard to be a Queen	Jul 12, 2019	0	0	0.0	0
1103080	0.39449700307227714	1	21	Bepuzzled Jigsaw Puzzle: Nature	Jul 3, 2019	0	0	0.0	0
1115830	0.3923722291944117	4	63	Fun Fantasy Girls Jigsaw	Jul 20, 2019	0	0	0.0	0
1101580	0.3871895739935412	3	63	Spooky Starlets	Winter 2019	0	0	0.0	0
1110890	0.3242916904466615	2	45	MY WOLF - Wild Pet Wallpaper	Oct 4, 2019	0	0	0.0	0
1108040	0.2623746741851831	3	53	Bepuzzled Jigsaw Puzzle: Aquatic	Jul 13, 2019	0	0	0.0	0
1101940	0.2180115016978374	1	21	Victorian Mysteries: Woman in White	Jul 6, 2019	0	0	0.0	0
1104830	0.21242146319276461	1	21	Mystery Masterpiece: The Moonstone	Jun 28, 2019	0	0	0.0	0
1103490	0.14743003033438556	3	63	Sweet Dream Succubus - Nightmare Edition	Summer 2019	0	0	0.0	0
1116020	0.14362899998457185	3	65	Witch College	Jul 29, 2019	0	0	0.0	0
1114720	0.050501548569074316	1	20	<U+56DB><U+666F><U+5C71><U+6C34><U+5716>.<U+79CB><U+666F> Landscapes of the Four Seasons	Jul 2019	0	0	0.0	0
1099550	0.050501548569074316	1	21	3D Organon Anatomy | Enterprise Edition	Jul 17, 2019	2	4	0.5	0
1114420	0.04471241988929456	1	11	PLAY'A VR  Video Player	Jul 29, 2019	0	0	0.0	0
1104270	0.025250774284537158	1	20	SuperManual	Coming Soon	0	0	0.0	0
1102770	0.025250774284537158	1	20	Cappasity VR Store Demo	Jun 27, 2019	0	0	0.0	0
1111020	0.005543456192632055	3	63	APEX TOOLS	Aug 26, 2019	0	0	0.0	0
1101740	0.001067387210749098	1	21	EZ360 VR player	Aug 2019	0	0	0.0	0
1106180	0.0009496889660548873	1	22	SpriteStack	Jul 15, 2019	14	17	0.8235294117647058	0
1103140	0.0006946488196938575	1	20	Powelus's Audio Visualizer	Oct 18, 2019	0	0	0.0	0
1120310	0.0	0	0	Game Dashboard	Jul 2019	0	0	0.0	0
1113620	0.0	0	0	Transparent Taskbar	Jul 13, 2019	1	5	0.2	0
1100090	0.0	0	0	Otawamure	Jul 18, 2019	0	0	0.0	0
